店舗名,店舗電話番号,担当電話番号,メールアドレス1,メールアドレス2,メールアドレス3,N_P,PayPay,楽天Pay,auPay,メルペイ,クラウド,dメル
榮氣堂,582452940,,eikido.honbu.gifu@gmail.com,,,,,,2020/04/17,,2020/04/17,
d-style,564594588,,d-stylenair971@outlook.jp,,,,,2020/04/17,2020/04/17,,2020/04/17,
椿鍼灸院,564435025,,tsubakiin.mk@gmail.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
ギオン薬舗,755612038,,sachi.otsuki@gmail.com,,,,,,2020/04/17,,2020/04/17,
ファミリア　くわな鍼灸院,7040600051,,familiarkuwana@gmail.com,,,,,,2020/04/17,,2020/04/17,
不老庵,755252266,,iwaiya.furouan@poppy.ocn.ne.jp,,,,,,2020/08/17,,,2020/08/17
うさぎ舎,594251338,,usagi.hiro@gmail.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
加藤酒店,565321762,,crusher@muh.biglobe.ne.jp,,,,,2020/04/17,2020/04/17,,2020/04/17,
SankoDEnki,755250353,,asukabld@ybb.ne.jp,,,,,2020/04/17,2020/04/17,,2020/04/17,
TOTAL FASHION　HORITA,594221098,,horita0831@gmail.com,,,,,2020/04/17,,,,
中日新聞　山田新聞店,565319418,,u-wa@du-net.ne.jp,,,,,2020/04/17,2020/04/17,,2020/04/17,
床丸理容室,755617940,,yugen@w2.dion.ne.jp,,,,,2020/04/17,,,2020/04/17,
BHCパーソナルトレーニング,9044654643,,pt.tmo0913@gmail.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
もみじや（北寺町）,594231128,,momijiya@intsurf.ne.jp,,,,,,,,2020/04/17,
竹松,757512444,,info@kyotosanjo-takematsu.com,,,,,,2020/04/17,,2020/04/17,
ichi-juugo,594222966,,gekichon@gmail.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
かねき商店,594220646,,koujia721kj@yahoo.co.jp,,,,,2020/04/14,2020/04/14,,2020/04/14,
スピード本店,565320127,,speed@hm9.ne.jp,,,,,,2020/04/17,,2020/04/17,
さいとう酒店,756915964,,saito7910@sirius.ocn.ne.jp,,,,,,2020/04/17,,2020/04/17,
呉服のゆたか,565331737,,ruru_momo_106@yahoo.co.jp,,,,,,2020/04/17,,2020/04/17,
老上海,755851109,,xueminjuan62@gmail.com,,,,,,2020/04/17,,2020/04/17,
炭火和牛焼肉・ホルモンきむら,756617151,,yakinikukimura@yahoo.co.jp,,,,,,,,2020/04/17,
ENDO,756918403,,endo-shoten@ookini.zag.jp,,,,,2020/04/17,,,2020/04/17,
株式会社LENDA,566916888,,contact@lenda-f.com,,,,,,,,2019/12/02,2019/11/29
中国料理　福宮,564248988,,IV_939@163.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
岡崎シングルホテル,564211088,,polo@m3.dion.ne.jp,,,,,2020/04/17,2020/04/17,,2020/04/17,
鳥勢,9056148844,,nori31203@gmail.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
アライブ四日市ときわ店,593505770,,alivetokiwa@gmail.com,,,,,,2020/04/15,,2020/04/15,
輝楽,593183275,,kiriku3275@gmail.com,,,,,2020/04/15,2020/04/15,,2020/04/15,
清雅屋,562851129,,suit.seigaya@gmail.com,,,,,2020/04/18,2020/04/18,,2020/04/18,
リリー美容室,564222247,,cocoazuki1970@gmail.com,,,,,2020/04/18,2020/04/18,,2020/04/18,
岩ー壺,755612297,,mitti.hiromi@gmail.com,,,,,,2020/04/18,,2020/04/18,
HANAKAME,753716524,,hanakame111@ninus.ocn.ne.jp,,,,,2020/04/18,2020/04/18,,2020/04/18,
夢ごちや米のおかべ,758612959,,yumegotiya0227@gmail.com,,,,,,2020/04/18,,2020/04/18,
かくれ布や,754060075,,kakure600@yahoo.co.jp,,,,,2020/04/18,2020/04/18,,2020/04/18,
平山時宝堂,756413461,,h-tamotsu@lime.piaia.or.jp,,,,,2020/04/18,2020/04/18,,2020/04/18,
美濃屋（元城町店）,565320417,,minoyakyouzome@yahoo.co.jp,,,,,2020/04/18,2020/04/18,,2020/04/18,
Platz,758611721,,platz@room.ocn.ne.jp,,,,,,,,2020/04/18,
仏壇ギャラリーHOSENDO,565459010,,info@saka-butudan.jp,,,,,,,,2020/04/18,
mabille,752230230,,info@ma-bille.com,,,,,,,,2020/04/18,
ヘアーサロンプラザ,7050467228,,hairsalonplaza090401@gmail.com,,,,,,,,2020/04/18,
かざり錦,752137766,,kyoto@kazari.info,,,,,,2020/07/01,,2020/07/01,
生活雑貨　私の部屋,566987088,,w-heya@katch.ne.jp,,,,,2020/04/18,2020/04/18,,2020/04/18,
スリランカレストラン＆ハラールフード販売,566956870,,irhamiswan@icloud.com,,,,,2020/04/18,2020/04/18,,2020/04/18,
アジアンレストラン　ハルカ,566744626,,hirabasnet201@gmail.com,,,,,2020/10/22,2020/04/18,,2020/04/18,
万里城　岡崎店,564715088,,gaitollc@yahoo.co.jp,,,,,2020/04/18,2020/04/18,,2020/04/18,
松本屋,753431200,,kyoto@matsumotoya.com,,,,,,,,2020/04/17,
漢方のKP薬局,594240112,,kuwanakp@nifty.com,,,,,2020/04/18,2020/04/18,,2020/04/18,
かまりあ,9029291397,,kamaria.com@gmail.com,,,,,,2020/08/14,,2020/04/18,2020/09/30
やきとり伍右ェ門,594242444,,goemokiyshi@gmail.com,,,,,,2020/04/18,,2020/04/18,
シャスール福岡店,564555595,,yasuharu27okada@gmail,,,,,2020/04/18,2020/11/21,,2020/04/18,
ハシマ電化,583923965,,denka-ha@ccn3.aitai.ne.jp,,,,,,2020/04/18,,2020/04/18,
ココストアしおかまや,583913505,,yoshitetsu1125@gmail.com,,,,,2020/04/18,2020/04/18,,2020/04/18,
銀星,583922710,,tsuka_ara@dune.ocn.ne.jp,,,,,,2020/04/18,,,
NEKOANA,758648676,,sagano.sasa1966@gmail.com,,,,,2020/04/18,2020/04/18,,2020/04/18,
嵐山のむら,758811651,,yorimi@arashiyama-nomura.com,,,,,2020/04/18,2020/04/18,,2020/04/18,
ハナヤス,564515991,,hanayasu@smile.ocn.ne.jp,,,,,2020/04/18,2020/08/30,,,
ボニート,565451088,,bonito.0828@gmail.com,,,,,,2020/04/17,,2020/04/17,
ラーメン万,5055955084,,panda.ramenman@gmail.com,,,,,2020/04/18,2020/04/18,,2020/04/18,
愛電館かわすみ,564523428,,idenk@m2.catumics.ne.jp,,,,,2021/09/27,2020/04/19,,2020/04/19,2021/09/27
Florist咲,758220065,,saki.0065@tmt.ne.jp,,,,,2020/04/19,2020/04/19,,2020/04/19,
むつみモータース,564522304,,asadatakuji@hotmail.com,,,,,,,,2020/04/19,
肴旬　まなか亭,562920310,,kanadatetsumi@gmail.com,,,,2020/04/19,2020/04/19,2020/04/19,,2020/04/19,
創旬長谷川,583920070,,junjun.coro@gmail.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
台湾料理龍香苑,583934266,,liying09066403898@gmail.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
居酒屋遊人,583933103,,x8f7d8bfd7x2ngde05se@gmail.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
Resteria Hair,775333888,,yokoyama_1022@hotmail.co.jp,,,,,,2020/04/19,,2020/04/19,
ビューティーショップしみず,593471061,,Takako.0613.t@gmail.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
Pub&Dinner FUEL,757440611,,info@fuel-kyoto.jp,,,,,,,,2020/04/19,
CHEMIR,593297229,,chemir1030@gmail.com,,,,,,,,2020/04/19,
床屋　まえだ,593850816,,kenboohair@gmail.com,,,,,,2020/04/19,,2020/04/19,
A spring -shimizu-,593632646,,aaasping2646@gmail.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
Bridalかとう,593373750,,ykato@kimono-kato.jp,,,,,,2020/04/19,,2020/04/19,
美容室　キュート,593635430,,niwa0322@icloud.com,,,,,,2020/04/19,,2020/04/19,
フェニックス,593616636,,phoenix@m5.cty-net.ne.jp,,,,,2020/04/19,2020/04/19,,2020/04/19,
タグチ美容室,775458115,,hairmake1101@gmail.com,,,,,2020/04/19,,,2020/04/19,
BAAN'S,565290222,,baans.sat@gmail.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
INITY,754327270,,hiro@npo-iandiorg,,,,,2020/04/18,,,2020/04/18,
すずや,565281301,,yoshinao_suzuki@nifty.com,,,,,2020/04/19,,,2020/04/19,
LaLa,8030793905,,cona.cona.nol＠gmail.com,,,,,2020/04/19,2021/08/02,,,2020/08/27
有限会社　サロン・ド・優,566745212,,hhxkt64060@yahoo.co.jp,,,,,,2020/04/19,,2020/04/19,
A.un,564630599,,moru@vega.ocn.ne.jp,,,,,2020/04/19,2020/04/19,,2020/04/19,
ROLE COFFEE,564835015,,rolecoffee@gmail.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
美容室Peche,562446670,,peche.sakura@gmail.com,,,,,,,,2020/04/19,
チカの店,564225803,,info@chikanomise.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
河すみ屋,564212500,,green.green.green.tethu67@gmail.com,,,,,2020/04/19,,,2020/04/19,
華曜日,561762487,,zab.nana-87@s3.dion.ne.jp,,,,,,,,2020/04/13,
カラオケ酒房　山桜桃,566785244,,yusura.uta@gmail.com,,,,2020/04/21,2020/04/21,2020/04/21,,2020/04/21,
インドネパールレストラン ロサニ知立店,566836567,,kisan.bhattrai@gmail.com,,,,2020/04/21,,,,,2020/12/04
Car　エステ,566793771,,ha@orp1190.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
新車市場,566721190,,na@orp1190.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
友輪,526124418,,masayuurin@gmail.com,,,,2020/04/21,2020/04/21,2020/04/21,,2020/04/21,
株式会社青山商店,526111055,,hiroaki@komekuni.co.jp,,,,,,2020/04/21,,2020/04/21,
有限会社鷹羽石油,562460640,,umechan388@yahoo.co.jp,,,,,,2020/04/21,,2020/04/21,
オニックス・コンドー,562460052,,blueprint68@gmail.com,,,,,2020/04/21,2020/04/21,,2020/04/21,
味楽苑,565294169,,mirakuen55@gmail.com,,,,,,2020/12/04,,2020/04/21,2020/12/04
foulee,566931320,,bkhdr459@yahoo.co.jp,,,,,2020/04/21,2020/04/21,,2020/04/21,
ミニタウン,593331377,,minitown_0731@icloud.com,,,,2020/04/21,,2020/04/21,,2020/04/21,
ヒラマツヤ,593932016,,zhuolanggu@gmail.com,,,,2020/04/21,,2020/04/21,,2020/04/21,
アイランズカフェ　カカイ,562950991,,culture.islands@gmail.com,,,,,2020/04/21,2020/04/21,,2020/04/21,
ジェイムスキッチン,757213265,,tipi-k@muse.ocn.ne.jp,,,,2020/04/21,,2020/04/21,,2020/04/21,
毛糸のダック,8015557884,,keito_ahiru0216@yahoo.co.jp,,,,,2020/04/21,2020/04/21,,2020/04/21,
山本仏具店,753517846,,be92889@kg7.so-net.ne.jp,,,,,,2020/04/21,,2020/04/21,
橋本たばこ店,753138360,,soubunsha@olive.plala.or.jp,,,,,,,,2020/04/21,
セモトデンキ,753137412,,s-semoto@mtb.biglobe.ne.jp,,,,,,2020/04/21,,2020/04/21,
いとー健向院,564323111,,life110@qc.commufa.jp,,,,,2020/04/17,,,2020/04/17,
癒し空間　空,9063381393,,eiji1975210@gmail.com,,,,,,,,2020/04/21,
ブンブン食堂,565425349,,satosi_1109_muratamura@yahoo.cojp,,,,,,2020/04/21,,,2020/08/21
らーめん屋,566982852,,ramen1995ramen@gmail.com,,,,,2020/04/21,2020/04/21,,2020/04/21,
天野商店,566978608,,amaama421@yahoo.co.jp,,,,,2020/04/21,2020/04/21,,2020/04/21,
57℃香,566707337,,yulehong1990407@yahoo.co.jp,,,,,2020/04/21,2020/04/21,,2020/04/21,
株式会社ホンダ安城,566721191,,ha@orp1190.com,,,,,2020/04/17,2020/04/17,,2020/04/17,
インド料理　BOMBAY,566231088,,bombaycurry.japan@gmail.com,,,,,2020/04/22,,,2020/04/22,
chez小島,757226063,,kenpappa48@yahoo.co.jp,,,,,2020/04/22,2020/04/22,,2020/04/22,
有限会社マツダムセン,757710283,,mikidog-matsuda@outlook.com,,,,,2020/04/22,2020/07/28,,2020/04/22,
メナードフェイシャルサロン　ViolaKalon,756221411,,violakalon@yahoo.co.jp,,,,,2020/04/22,2020/04/22,,2020/04/22,
Wa蔵,564715070,,wakura.yota.1025@gmail.com,,,,,2020/04/21,2020/04/21,,,2020/08/24
株式会社ケイツウカンパニー,564641447,,info@keituu.com,,,,,2020/04/21,,,2020/04/21,
ラーメンハウス YOUYOU,9063391642,,lets.drink.coke.chibi@gmail.com,,,,,2020/04/23,,,2020/04/23,
バイクの堀江,582323786,,dondoko3676@gmail.com,,,,,,,,2020/04/23,
花火屋玩具店,582311961,,gifu-hanabi@canvas.ocn.ne.jp,,,,2020/04/23,2020/04/23,2020/04/23,,2020/04/23,
美容室　ぶらん,582955562,,hehemeiqiandai@gmail.com,,,,,2020/04/23,2020/04/23,,2020/04/23,
有限会社アートマンはんわ,582404778,,hanwa@ehanke.biz,,,,,,2020/04/23,,2020/04/23,
へあーさろん ながや,582335411,,shin8312.dekiga@gmail.com,,,,2020/04/23,,2020/04/23,,2020/04/23,
メイデン東海,526110412,,toukai@wh.commuta.jp,,,,,,,,2020/04/23,
田中モータース有限会社,526122687,,info@tanaka-motors.co.jp,,,,,,2020/04/23,,2020/04/23,
ゴールデン・コーヒー,754147577,,goldencoffee1972@yahoo.co.jp,,,,,,2020/04/23,,2020/04/23,
京味覚ひとみ,754911352,,futorisugi5240@yahoo.co.jp,,,,,,,,2020/04/23,
渡辺薬品,757011777,,doremi501@ares.eonet.ne.jp,,,,,2020/04/23,2020/04/23,,2020/04/23,
NOW,757010107,,info@now2.jp,,,,,,2020/04/23,,2020/04/23,
食酒処しば田,564241468,,sibatanookami@gmail.com,,,,,2020/04/23,2020/04/23,,2020/04/23,
アイライフ柴田,564243783,,sbt3783@gmail.com,,,,,2020/04/23,2020/04/23,,2020/04/23,
Kilim Anatolia　丸太町店,754686428,,kyoto@kilimanatolia.com,,,,,,2020/04/23,,2020/04/23,
Kilim Anatolia　四条烏丸店,753540080,,kyoto@kilimanatolia.com,,,,,,2020/04/23,,2020/04/23,
Kilim Anatolia　荒神口店,9011364318,,kyoto@kilimanatolia.com,,,,,,2020/04/23,,2020/04/23,
LIQUOR　HOUSE　HORIBA,757711735,,lh-horiba@nyc.odn.ne.jp,,,,,,,,2020/04/23,
Garage　hair　design,757717226,,garagehairdesign@gmail.com,,,,,,,,2020/04/23,
美容室APPEAR,594768629,,toshichan89rametender@gmail.com,,,,2020/04/23,2020/10/15,2020/04/23,,2020/04/23,2020/10/15
藤屋,594317887,,tamibaachan0212@gmail.com,,,,,2020/04/23,2020/04/23,,2020/04/23,
美容室トップヘアージミー,594328088,,jimmy@mie8kobe.name,,,,,,2020/10/09,,2020/04/23,2020/10/09
理容　わかこ,562466007,,showya414@gmail.com,,,,,2020/04/23,2020/04/23,,2020/04/23,
稲場仏壇店,564516187,,shige8tle@gmail.com,,,,,2020/04/23,,,2020/04/23,
メガネの隆明堂,593523254,,ryumeid@mb.cty-net.ne.jp,,,,2020/04/23,2020/04/23,2020/04/23,,2020/04/23,
松花堂,593523725,,shoukado@mb.cty-net.ne.jp,,,,,2020/04/23,2020/04/23,,2020/04/23,
貝義本舗,593311801,,kaiyoshihonpo@gmail.com,,,,,,2020/04/23,,2020/04/23,
美容室トリビュート,593331818,,starmax2814@yahoo.co.jp,,,,,,,,2020/04/23,
ヘアースペースあびおん,593316566,,abiaki3351@gmail.com,,,,,2020/04/23,2020/04/23,,,
山川屋,566765527,,m-river1006@lkinuocn.ne.jp,,,,,,2020/04/23,,2020/04/23,
フジ接骨院,566773266,,Fuji-bone@yahoo.co.jp,,,,2020/04/23,,2021/02/27,,2020/04/23,2021/02/27
豊文堂,566960826,,houbundou8405@gmail.com,,,,,2020/04/23,2020/04/23,,2020/04/23,
株式会社Fraise,566925543,,fraise.miura@gmail.com,,,,,,2020/04/23,,2020/04/23,
BFARM　lure shop,566923883,,info@b-farm-lure.com,,,,,2020/04/23,2020/04/23,,2020/04/23,
寿司処かいぬま,566920649,,wwxtf536@yahoo.co.jp,,,,,2020/04/23,2020/04/23,,2020/04/23,
豊明堂,565524469,,doragonbonber@yahoo.co.jp,,,,,2020/04/23,2020/04/23,,2020/04/23,
柴田屋呉服店,565450064,,genrokuya190@gmail.com,,,,,,2020/04/23,,2020/04/23,
ぷらむ美容室,565455442,,kayo-umemura0306@ezwed.ne.jp,,,,2020/04/23,2020/04/23,2020/04/23,,2020/04/23,
コスモスベリーズ　可児店,574253128,,berrys-kani@ma.ctk.ne.jp,,,,,2020/04/23,2021/05/06,,2020/04/23,2021/05/06
美食酒房　まるご商店,574240515,,marugosho10@gmail.com,,,,,,2020/04/23,,2020/04/23,
学生服のとおまつ,582713180,,tomatsu1968@gmail.com,,,,,,2021/01/18,,2020/04/24,
伊藤時計店（南桜町店）,566211054,,da78728@xa2.so-net.ne.jp,,,,,,,,2020/04/24,
エスケー電気工事株式会社,594243200,,sk-inc@diary.ocn.ne.jp,,,,,,2020/04/24,,2020/04/24,
カイロイズム腰痛バスター安城,566554508,,y-buster@katch.ne.jp,,,,,,2020/04/24,,2020/04/24,
かも川,564214061,,kamogawa.yasu@outlook.jp,,,,,,2020/04/24,,2020/04/24,
キッチン　はなあかり,564216505,,eri19770120@gmail.com,,,,,2020/04/19,2020/04/19,,2020/04/19,
小沢屋,564220259,,ozawa259@vega.ocn.ne.jp,,,,,,2020/04/21,,2020/04/21,
みゆき写真室,564213614,,akesanpc@gmail.com,,,,,,2021/03/26,,2020/04/21,2021/03/26
ワインセラーウメムラ,564220263,,umemura@eurus.dti.ne.jp,,,,2020/04/21,,2020/04/21,,2020/04/21,
株式会社吉田時計店,564212664,,mmk15952@3sun-inet.or.jp,,,,,,2020/04/23,,2020/04/23,
ウォッチハウス　yoshida,565801083,,mmk15952@3sun-inet.or.jp,,,,,,2020/04/23,,2020/04/23,
陶器のこうむら　ロングラン,564213841,,m.k@koumura.co.jp,,,,,,2020/04/23,,2020/04/23,
九条ブラザーミシン商会,756817973,,kujo@mishin.jp,,,,,2020/04/21,2020/04/21,,2020/04/21,
おもてなし　ふく井,566765291,,fkui340@yahoo.co.jp,,,,,2020/04/30,2020/04/30,,2020/04/30,
丼丸の奏　安城店,566932224,,kyominato@yahoo.co.jp,,,,,2020/04/30,2020/04/30,,2020/04/30,
トップダンディ,526218180,,ra82457@yahoo.co.jp,,,,,2020/04/30,2020/04/30,,2020/04/30,
児玉モータース有限会社,564452670,,kodama3311@iaa.itkeeper.ne.jp,,,,,2020/04/30,,,2020/04/30,
喫茶みどり,564453081,,cafemidori5963@gmail.com,,,,,2020/04/30,2020/04/30,,2020/04/30,
だるま寿し細川店,564455691,,daruma5691m@gmail.com,,,,,2020/04/30,2020/04/30,,2020/04/30,
Fonte Style,526847685,,harumitsu.yamagishi.8632@gmail.com,,,2019/08/22,,,2020/05/01,,2020/05/01,
POO PET,522420609,,aiaoun0601@yahoo.co.jp,,,,2020/01/30,,2020/01/30,,2020/05/01,
有限会社ツタヤ,574257763,,wauzzz44zga@yahoo.co.jp,,,,,2020/05/01,2020/05/01,,2020/05/01,
居酒屋みやた,574532077,,isoflexoptimum12@gmail.com,,,,,2020/05/01,2020/05/01,,2020/05/01,
Cafe　LAULE’A,574658825,,rena94511@gmail.com,,,,,2020/05/01,2020/05/01,,2020/05/01,
あづ満食堂,574610188,,naosan5670@gmail.com,,,,2020/05/01,2020/05/01,2020/05/01,,2020/05/01,
有限会社洗濯館,574263037,,sentack@tmt.ne.jp,,,,,2020/05/01,2020/05/01,,2020/05/01,
クリーニングあらいっ娘　川合店,574277246,,sentack@tmt.ne.jp,,,,,2020/05/01,2020/05/01,,2020/05/01,
TODA,526028761,,winetoda@dream.ocn.ne.jp,,,,,2020/05/01,2020/05/01,,2020/05/01,
れもん家,527337986,,emiru.1414@yahoo.co.jp,,,,,2020/05/01,2020/07/27,,2020/05/01,
APPLE,526928328,,fusa1234@zm.commufa.jp,,,,,2020/05/01,2020/05/01,,,2020/07/27
メガネのイイダ,526920017,,opt-iida@nifty.com,,,,2020/05/01,2020/05/01,2020/05/01,,2020/05/01,
シェ・カズ,564457556,,chezcaz.cake@gmail.com,,,,,2020/05/04,2020/05/04,,2020/05/04,
SANO,528211409,,miyaiki3588@gmail.com,,,,,,2020/05/05,,2020/05/05,
Charming Shop,528838833,,letsmori-ri@comet.ocn.ne.jp,,,,,2020/05/05,2020/05/05,,2020/05/05,
RELAXATION SALON　moma,8036380118,,noma3star@gmail.com,,,,,2020/05/05,2020/05/05,,2020/05/05,
魚周,527218181,,yasuhiro.yamada0827@gmail.co.jp,,,,,2020/05/05,2020/05/05,,2020/05/05,
中華料理　回味,522422258,,tuyosi7877@yahoo.co.jp,,,,,,2020/05/05,,2020/05/05,
マツヤラジオ店,564216066,,herlock0113@gmail.com,,,,,,2020/05/06,,2020/05/06,
SUGANUMA,564213383,,yukisuga64@gmail.com,,,,,,,,2020/05/06,
くれよん,564260226,,kureyon.hi@gmail.com,,,,2020/05/06,2020/05/06,2020/05/06,,2020/05/06,
マルショウ,564231521,,sumi660508@yahoo.co.jp,,,,,2020/05/06,2020/05/06,,2020/05/06,
CHOVIETNAKAMURA,7036234312,,letuyet1095@gmail.com,,,2019/10/17,,,2019/10/17,,2020/05/07,
Hung Anh Hang Viet,8048806049,,letuyet1095@gmail.com,,,,,,,,2020/05/07,
Hair・space B’e Glad,526245040,,beglad@ark.ocn.ne.jp,,,,,2020/05/07,2020/05/07,,2020/05/07,
hair stage novel,525089567,,keita1984shima@gmail.com,,,,,2020/05/07,2020/05/07,,2020/05/07,
letter by novel,525085890,,keita1984shima@gmail.com,,,,,2020/05/07,2020/05/07,,2020/05/07,
米澤屋,529913745,,kaoru.bajiru.1205@gmail.com,,,,,2020/05/07,2020/05/07,,2020/05/07,
ワカミズカメラ,527111869,,wakamizu.c@gmail.com,,,,,2020/05/07,2021/05/28,,2020/05/07,2021/05/28
株式会社　久田商会,527412320,,hisadasyoukai@yahoo.co.jp,,,,,2020/05/07,2020/05/07,,2020/05/07,
10 CAfE by masuya,575220024,,ekopu10feet@gmail.com,,,,,2020/05/07,2020/05/07,,2020/05/07,
八神屋洋品店,575222108,,djsmm373@ybb.ne.jp,,,,,2020/05/07,2021/02/02,,2020/05/07,
Car Life TAKAI,574245077,,takai.1037@dream.com,,,,2020/05/07,2020/05/07,2020/05/07,,2020/05/07,
ペットサロン キラリPono,564458277,,pchan_0358@yahoo.co.jp,,,,,2020/05/07,2020/05/07,,2020/05/07,
シライ理容室,564216344,,shirai4my@gmail.com,,,,,2020/05/07,2020/05/07,,,
atelier 遊彩華,9067608623,,st.cecilia0428@gmail.com,,,,,2020/05/07,2020/05/07,,2020/05/07,
jewelry ピュア,564251255,,michiaki.sawada0928@gmail.com,,,,2020/05/07,2020/05/07,2020/05/07,,2020/05/07,
ワインとハイボール　ふじ屋,757087830,,yudai1116miruo@gmail.com,,,,,2020/05/08,2020/05/08,,2020/05/08,
島田装飾,752312429,,shimada@leto.eonet.ne.jp,,,,,2020/05/08,2020/05/08,,2020/05/08,
ベトナム料理　ティェム　アン,752531828,,koshiyan_huongviet@icloud.com,,,,,2020/05/08,2020/05/08,,2020/05/08,
天満カーテン,527219731,,tenman@sdnd.ocn.ne.jp,,,,,2020/05/08,2020/05/08,,2020/05/08,
豊寿司,526911666,,miyuki.yuu826@gmail.com,,,,,2020/05/08,2020/05/08,,2020/05/08,
ぶに整骨院,774212421,,08042480179sh@gmail.com,,,,,2020/05/08,2020/05/08,,2020/05/08,
アキラ印刷,774229339,,eakira2000@song.ocn.ne.jp,,,,2020/05/08,2020/05/08,2020/05/08,,,
長坂自動車興業株式会社,536221201,,nagasaka@gamma.ocm.ne.jp,,,,,2020/05/11,2020/05/11,,2020/05/11,
TAKIKAWA CYCLE,536232130,,takikawajitensya@gmail.com,,,,,2020/05/11,2020/05/11,,2020/05/11,
台湾料理　嘉興飯店（市場台店）,536237816,,lwanxin795@gmail.com,,,,2020/05/11,2020/05/11,2020/05/11,,,2020/07/27
株式会社藤田法光堂,753430066,,asatoshif37@gmail.com,,,,,2020/05/11,2020/05/11,,,2020/07/22
藤田法光堂,9051357831,,asatoshif37@gmail.com,,,,,2020/05/11,2020/05/11,,,
日下念珠店,753516325,,info@kyo-kusaka.jp,,,,,2020/05/11,2020/05/11,,2020/05/11,
樹,752231076,,cdwqk324@yahoo.co.jp,,,,,2020/05/11,2020/05/11,,2020/05/11,
肉のびっくり市場　タイガー,774242917,,michirooyamamoto@gmail.com,,,,,2020/05/11,2020/05/11,,2020/05/11,
彦ずし,774241515,,otomisan2004@gmail.com,,,,,2020/05/11,2020/05/11,,2020/05/11,
Luana（宇文字店）,774662812,,luana0702@outlook.jp,,,,,2020/05/11,,,2020/05/11,
パソコン教室イオス,774684302,,eos.kadowaki@gmail.com,,,,,2020/05/13,2020/05/13,,2020/05/13,
Dimanche,8043921987,,auq-0710@icloud.com,,,,,2020/05/13,2020/05/13,,2020/05/13,
有限会社サンキュー太田酒店,774416218,,info@39-ohta.jp,,,,,2020/05/13,2020/05/13,,2020/05/13,2021/05/31
BUNKO,9071039720,,nelny.bel.algo2@iris.eonet.ne.jp,,,,,2020/05/13,2020/05/13,,2020/05/13,
欧風居酒屋　ファンタジー,774286000,,fantaisie1028@momo.gmobb.jp,,,,,2020/05/13,2020/05/13,,2020/05/13,
くまがい,536220737,,bawwow@star.ocn.ne.jp,,,,,2020/05/13,,,2020/05/13,
しずく屋,8069026577,,sizukuya@hotmail.com,,,,,2020/05/13,2020/05/13,,2020/05/13,
おか本寿司,536221010,,torly48@gmail.com,,,,,2020/05/13,,,2020/05/13,
愛彩電科のだ,536233047,,aisai-noda@tees.jp,,,,,2020/05/13,2020/05/13,,2020/05/13,
